blast_name,A_rank,B_rank,score_type,definition,ID_for_distillate
BAC0001,200,120,full,abeM;Q5FAM9_ACIBA Multidrug efflux pump AbeM OS=Acinetobacter baumannii GN=abeM PE=4 SV=2,BAC0001
BAC0211,200,120,full,mdtB/yegN;MDTB_ECOLI Multidrug resistance protein MdtB OS=Escherichia coli (strain K12) GN=mdtB PE=1 SV=1,BAC0211
BAC0647,200,120,full,mdtC;D0ZNE0_SALT1 Multidrug resistance protein MdtC OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=yegO PE=3 SV=1,BAC0647
BAC0212,200,120,full,mdtC/yegO;MDTC_ECOLI Multidrug resistance protein MdtC OS=Escherichia coli (strain K12) GN=mdtC PE=1 SV=1,BAC0212
BAC0213,200,120,full,mdtE/yhiU;MDTE_ECOLI Multidrug resistance protein MdtE OS=Escherichia coli (strain K12) GN=mdtE PE=1 SV=1,BAC0213
BAC0214,200,120,full,mdtF/yhiV;MDTF_ECOLI Multidrug resistance protein MdtF OS=Escherichia coli (strain K12) GN=mdtF PE=1 SV=1,BAC0214
BAC0215,200,120,full,mdtG/yceE;MDTG_ECOLI Multidrug resistance protein MdtG OS=Escherichia coli (strain K12) GN=mdtG PE=3 SV=1,BAC0215
BAC0216,200,120,full,mdtI/ydgE;MDTI_ECOLI Spermidine export protein MdtI OS=Escherichia coli (strain K12) GN=mdtI PE=1 SV=1,BAC0216
BAC0217,200,120,full,mdtJ/ebrB/ydgF;MDTJ_SHISS Spermidine export protein MdtJ OS=Shigella sonnei (strain Ss046) GN=mdtJ PE=3 SV=1,BAC0217
BAC0218,200,120,full,mdtK/ydhE;MDTK_ECOLI Multidrug resistance protein MdtK OS=Escherichia coli (strain K12) GN=mdtK PE=1 SV=2,BAC0218
BAC0219,200,120,full,mdtM/yjiO;MDTM_ECOLI Multidrug resistance protein MdtM OS=Escherichia coli (strain K12) GN=mdtM PE=1 SV=1,BAC0219
BAC0220,200,120,full,mdtN/yjcR;MDTN_ECOLI Multidrug resistance protein MdtN OS=Escherichia coli (strain K12) GN=mdtN PE=2 SV=1,BAC0220
BAC0221,200,120,full,mepA;MEPA_STAAN Multidrug export protein MepA OS=Staphylococcus aureus (strain N315) GN=mepA PE=1 SV=1,BAC0221
BAC0222,200,120,full,mepB;MEPB_PSEPU Multidrug/solvent efflux pump membrane transporter MepB OS=Pseudomonas putida GN=mepB PE=1 SV=1,BAC0222
BAC0223,200,120,full,mepC;MEPC_PSEPU Multidrug/solvent efflux pump outer membrane protein MepC OS=Pseudomonas putida GN=mepC PE=1 SV=1,BAC0223
BAC0224,200,120,full,merA;MERA_BACCE Mercuric reductase OS=Bacillus cereus GN=merA PE=1 SV=1,BAC0224
BAC0648,200,120,full,merA;MERA_SERMA Mercuric reductase (Fragments) OS=Serratia marcescens GN=merA PE=3 SV=2,BAC0648
BAC0649,200,120,full,merA;E3VST6_9FLAO MerA OS=Tenacibaculum discolor GN=merA PE=3 SV=1,BAC0649
BAC0650,200,120,full,merA;O08449_9PSED Mercuric reductase OS=Pseudomonas sp. K-62 GN=merA PE=4 SV=1,BAC0650
BAC0651,200,120,full,merA;MERA_STAAU Mercuric reductase OS=Staphylococcus aureus GN=merA PE=3 SV=1,BAC0651
BAC0652,200,120,full,merA;O66017_PSEST MerA OS=Pseudomonas stutzeri GN=merA PE=4 SV=1,BAC0652
BAC0653,200,120,full,merA;Q934S5_THIFE Mercuric ion reductase OS=Thiobacillus ferrooxidans GN=merA PE=4 SV=1,BAC0653
BAC0657,200,120,full,merB;O07303_9PSED Alkylmercury lyase OS=Pseudomonas sp. K-62 GN=merB PE=3 SV=2,BAC0657
BAC0658,200,120,full,merB;MERB_STAAU Alkylmercury lyase OS=Staphylococcus aureus GN=merB PE=3 SV=1,BAC0658
BAC0659,200,120,full,merB;MERB_SERMA Alkylmercury lyase OS=Serratia marcescens GN=merB PE=3 SV=1,BAC0659
BAC0660,200,120,full,merB;Q52396_PSEST Organomercurial lyase OS=Pseudomonas stutzeri GN=merB PE=4 SV=1,BAC0660
BAC0654,200,120,full,merB1;MERB_BACCE Alkylmercury lyase OS=Bacillus cereus GN=merB1 PE=3 SV=2,BAC0654
BAC0663,200,120,full,merB1;Q9XDX3_BACME MerB1 (Fragment) OS=Bacillus megaterium GN=merB1 PE=3 SV=1,BAC0663
BAC0655,200,120,full,merB2;Q9WWL2_BACSR Organic mercuric lyase MerB2 OS=Bacillus sp. (strain RC607) GN=merB2 PE=4 SV=1,BAC0655
BAC0661,200,120,full,merB2;Q7DJN2_BACME MerB2 OS=Bacillus megaterium GN=merB2 PE=4 SV=1,BAC0661
BAC0656,200,120,full,merB3;Q7DHE7_BACCE Organomercurial lyase enzyme OS=Bacillus cereus GN=merB3 PE=4 SV=1,BAC0656
BAC0662,200,120,full,merB3;Q9RHR0_BACME MerB3 OS=Bacillus megaterium GN=merB3 PE=4 SV=2,BAC0662
BAC0664,200,120,full,merC;O66048_PSEST MerC OS=Pseudomonas stutzeri GN=merC PE=4 SV=1,BAC0664
BAC0226,200,120,full,merC;MERC_THIFE Mercuric resistance protein MerC OS=Thiobacillus ferrooxidans GN=merC PE=2 SV=2,BAC0226
BAC0665,200,120,full,merD;O66022_PSEST Mercury operon coregulator protein OS=Pseudomonas stutzeri GN=merD PE=4 SV=1,BAC0665
BAC0666,200,120,full,merD;O66018_PSEST MerD OS=Pseudomonas stutzeri GN=merD PE=4 SV=1,BAC0666
BAC0227,200,120,full,merD;MERD_PSEAI HTH-type transcriptional regulator MerD OS=Pseudomonas aeruginosa GN=merD PE=4 SV=1,BAC0227
BAC0667,200,120,full,merD;MERD_SERMA HTH-type transcriptional regulator MerD OS=Serratia marcescens GN=merD PE=4 SV=1,BAC0667
BAC0668,200,120,full,"merD;Q5NUV1_RALME MerD from Tn4378, regulatory protein involved in Hg(II) resistance OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=merD PE=4 SV=1",BAC0668
BAC0669,200,120,full,merD;Q9Z3Y7_9PSED MerD OS=Pseudomonas sp. K-62 GN=merD PE=4 SV=1,BAC0669
BAC0670,200,120,full,merE;Q52104_9ZZZZ Uncharacterized protein OS=Plasmid pDU1358 PE=4 SV=1,BAC0670
BAC0671,200,120,full,merE;Q79BG5_PSEST Urf1 OS=Pseudomonas stutzeri GN=urf1 PE=4 SV=1,BAC0671
BAC0672,200,120,full,merE;Q79BE4_PSEST Urf1 OS=Pseudomonas stutzeri PE=4 SV=1,BAC0672
BAC0673,200,120,full,merE;MERE_PSEAI Uncharacterized mercuric resistance protein MerE OS=Pseudomonas aeruginosa GN=merE PE=4 SV=1,BAC0673
BAC0228,200,120,full,merF;Q2QCN0_9PSED MerF OS=Pseudomonas sp. CT14 GN=merF PE=4 SV=1,BAC0228
BAC0229,200,120,full,merG;O07302_9PSED Mercuric resistance protein OS=Pseudomonas sp. K-62 GN=merG PE=4 SV=2,BAC0229
BAC0230,200,120,full,"merH;B2I419_MYCMM Mercuric ion transport protein, MerH OS=Mycobacterium marinum (strain ATCC BAA-535 / M) GN=merH PE=4 SV=1",BAC0230
BAC0674,200,120,full,merP;Q934S6_THIFE Periplasmic mercuric ion binding protein OS=Thiobacillus ferrooxidans GN=merP PE=4 SV=1,BAC0674
BAC0231,200,120,full,merP;MERP_SERMA Mercuric transport protein periplasmic component OS=Serratia marcescens GN=merP PE=1 SV=1,BAC0231
BAC0675,200,120,full,merP;O07301_9PSED Mercuric transport protein periplasmic component OS=Pseudomonas sp. K-62 GN=merP PE=4 SV=1,BAC0675
BAC0676,200,120,full,merP;Q7DHE4_BACCE Mercury-binding protein OS=Bacillus cereus GN=merP PE=4 SV=1,BAC0676
BAC0677,200,120,full,merP;H6WCN4_9FLAO MerP OS=Tenacibaculum discolor GN=merP PE=4 SV=1,BAC0677
BAC0678,200,120,full,merP;O66016_PSEST MerP OS=Pseudomonas stutzeri GN=merP PE=4 SV=1,BAC0678
BAC0679,200,120,full,merP;O66047_PSEST Mercury transport protein OS=Pseudomonas stutzeri GN=merP PE=4 SV=1,BAC0679
BAC0680,200,120,full,merR;MERR_STAAU Mercuric resistance operon regulatory protein OS=Staphylococcus aureus GN=merR PE=4 SV=1,BAC0680
BAC0232,200,120,full,merR;MERR_PSEAI Mercuric resistance operon regulatory protein OS=Pseudomonas aeruginosa GN=merR PE=1 SV=1,BAC0232
BAC0685,200,120,full,merR;H6WCN2_9FLAO MerR OS=Tenacibaculum discolor GN=merR PE=4 SV=1,BAC0685
BAC0686,200,120,full,merR;MERR_SERMA Mercuric resistance operon regulatory protein OS=Serratia marcescens GN=merR PE=4 SV=1,BAC0686
BAC0687,200,120,full,merR;Q79BG7_PSEST MerR OS=Pseudomonas stutzeri GN=merR PE=4 SV=1,BAC0687
BAC0689,200,120,full,merR;Q934S8_THIFE Mer operon regulatory protein OS=Thiobacillus ferrooxidans GN=merR PE=4 SV=1,BAC0689
BAC0682,200,120,full,merR1;MERR_BACCE Mercuric resistance operon regulatory protein OS=Bacillus cereus GN=merR1 PE=1 SV=1,BAC0682
BAC0683,200,120,full,merR1;O07300_9PSED Mercuric resistance operon regulatory protein OS=Pseudomonas sp. K-62 GN=merR1 PE=4 SV=1,BAC0683
BAC0681,200,120,full,merR2;Q9WWL1_BACSR Mercury resistance operon negative regulator MerR2 OS=Bacillus sp. (strain RC607) GN=merR2 PE=4 SV=1,BAC0681
BAC0684,200,120,full,merR2;Q7DKL2_9PSED MerR2 OS=Pseudomonas sp. K-62 GN=merR2 PE=4 SV=1,BAC0684
BAC0688,200,120,full,merR2;Q79B70_PSEST Organomercurial resistance regulatory protein OS=Pseudomonas stutzeri GN=merR PE=4 SV=1,BAC0688
BAC0690,200,120,full,merT;Q934S7_THIFE Mercuric ion transport protein OS=Thiobacillus ferrooxidans GN=merT PE=4 SV=1,BAC0690
BAC0691,200,120,full,merT;Q52397_PSEST Mercury transport protein OS=Pseudomonas stutzeri GN=merT PE=4 SV=2,BAC0691
BAC0692,200,120,full,merT;Q79BG6_PSEST MerT OS=Pseudomonas stutzeri GN=merT PE=4 SV=1,BAC0692
BAC0693,200,120,full,merT;Q79F00_9PSED Mercuric transport protein OS=Pseudomonas sp. K-62 GN=merT PE=4 SV=1,BAC0693
BAC0233,200,120,full,merT;MERT_ALCSP Mercuric transport protein OS=Alcaligenes sp. GN=merT PE=3 SV=1,BAC0233
BAC0695,200,120,full,merT;MERT_SERMA Mercuric transport protein OS=Serratia marcescens GN=merT PE=4 SV=1,BAC0695
BAC0696,200,120,full,merT;MERT_STAAU Mercuric transport protein OS=Staphylococcus aureus GN=merT PE=4 SV=1,BAC0696
BAC0697,200,120,full,merT;Q7DHE5_BACCE Mercury transport protein OS=Bacillus cereus GN=merT PE=4 SV=1,BAC0697
BAC0694,200,120,full,merT-P;H6WCN3_9FLAO MerT-P OS=Tenacibaculum discolor GN=merT-P PE=4 SV=1,BAC0694
BAC0234,200,120,full,mexA;MEXA_PSEAE Multidrug resistance protein MexA OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=mexA PE=1 SV=1,BAC0234
BAC0235,200,120,full,mexB;MEXB_PSEAE Multidrug resistance protein MexB OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=mexB PE=1 SV=2,BAC0235
BAC0236,200,120,full,mexC;Q51395_PSEAI Membrane fusion protein MexC OS=Pseudomonas aeruginosa GN=mexC PE=4 SV=1,BAC0236
BAC0237,200,120,full,mexD;Q51396_PSEAI RND family exporter MexD OS=Pseudomonas aeruginosa GN=mexD PE=4 SV=1,BAC0237
BAC0238,200,120,full,mexE;Q1IB41_PSEE4 Multidrug efflux RND membrane fusion protein MexE OS=Pseudomonas entomophila (strain L48) GN=mexE PE=4 SV=1,BAC0238
BAC0239,200,120,full,"mexF;Q4KBN7_PSEF5 Multidrug efflux RND transporter, permease protein MexF OS=Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477) GN=mexF PE=4 SV=1",BAC0239
BAC0240,200,120,full,mexI;Q9HWH4_PSEAE Probable Resistance-Nodulation-Cell Division (RND) efflux transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=mexI PE=4 SV=1,BAC0240
BAC0241,200,120,full,mexJ;Q9HXW3_PSEAE Probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA3677 PE=4 SV=1,BAC0241
BAC0242,200,120,full,mexK;Q9HXW4_PSEAE Probable Resistance-Nodulation-Cell Division (RND) efflux transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA3676 PE=4 SV=1,BAC0242
BAC0243,200,120,full,mexR;MEXR_PSEAE Multidrug resistance operon repressor OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=mexR PE=1 SV=1,BAC0243
BAC0244,200,120,full,mexT;O87785_PSEAI MexT protein OS=Pseudomonas aeruginosa GN=mexT PE=4 SV=1,BAC0244
BAC0245,200,120,full,mexV;Q9HW28_PSEAE Probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA4374 PE=4 SV=1,BAC0245
BAC0246,200,120,full,mexW;Q9HW27_PSEAE Probable Resistance-Nodulation-Cell Division (RND) efflux transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA4375 PE=4 SV=1,BAC0246
BAC0247,200,120,full,mexX;Q9ZNG9_PSEAI MexX OS=Pseudomonas aeruginosa GN=mexX PE=4 SV=1,BAC0247
BAC0248,200,120,full,mexY;Q9ZNG8_PSEAI MexY OS=Pseudomonas aeruginosa GN=mexY PE=4 SV=1,BAC0248
BAC0642,200,120,full,"mgtA;ATMA_SALTY Magnesium-transporting ATPase, P-type 1 OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=mgtA PE=2 SV=1",BAC0642
BAC0087,200,120,full,"mgtA;ATMA_ECOLI Magnesium-transporting ATPase, P-type 1 OS=Escherichia coli (strain K12) GN=mgtA PE=1 SV=1",BAC0087
BAC0480,200,120,full,"mmco;O53858_MYCTU Copper-binding protein, putative OS=Mycobacterium tuberculosis GN=MT0869 PE=4 SV=1",BAC0480
BAC0249,200,120,full,mmR;MMR_MYCTU Multidrug resistance protein mmr OS=Mycobacterium tuberculosis GN=mmr PE=3 SV=1,BAC0249
BAC0250,200,120,full,mntA/ytgA;MNTA_BACSU Manganese-binding lipoprotein MntA OS=Bacillus subtilis (strain 168) GN=mntA PE=3 SV=1,BAC0250
BAC0251,200,120,full,mntH/yfeP;MNTH_ECOLI Divalent metal cation transporter MntH OS=Escherichia coli (strain K12) GN=mntH PE=1 SV=1,BAC0251
BAC0252,200,120,full,mntP/yebN;MNTP_ECOLI Probable manganese efflux pump MntP OS=Escherichia coli (strain K12) GN=mntP PE=1 SV=2,BAC0252
BAC0253,200,120,full,mntR;MNTR_ECOLI Transcriptional regulator MntR OS=Escherichia coli (strain K12) GN=mntR PE=1 SV=1,BAC0253
BAC0598,200,120,full,"modA;Q72FN6_DESVH Molybdenum ABC transporter, periplasmic molybdenum-binding protein OS=Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303) GN=modA PE=4 SV=1",BAC0598
BAC0609,200,120,full,modA;MODA_ECOLI Molybdate-binding periplasmic protein OS=Escherichia coli (strain K12) GN=modA PE=1 SV=1,BAC0609
BAC0599,200,120,full,"modB;Q72FN2_DESVH Molybdenum ABC transporter, permease protein OS=Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303) GN=modB PE=3 SV=1",BAC0599
BAC0610,200,120,full,modB;MODB_ECOLI Molybdenum transport system permease protein ModB OS=Escherichia coli (strain K12) GN=modB PE=1 SV=1,BAC0610
BAC0600,200,120,full,"modC;Q72FN3_DESVH Molybdenum ABC transporter, ATP-binding protein OS=Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303) GN=modC PE=3 SV=1",BAC0600
BAC0611,200,120,full,modC;MODC_ECOLI Molybdenum import ATP-binding protein ModC OS=Escherichia coli (strain K12) GN=modC PE=3 SV=4,BAC0611
BAC0608,200,120,full,modE;MODE_ECOLI Transcriptional regulator ModE OS=Escherichia coli (strain K12) GN=modE PE=1 SV=1,BAC0608
BAC0254,200,120,full,"mrdH;Q88IN1_PSEPK Membrane protein, putative OS=Pseudomonas putida (strain KT2440) GN=PP_2968 PE=4 SV=1",BAC0254
BAC0255,200,120,full,mreA;Q88IN0_PSEPK Putative uncharacterized protein OS=Pseudomonas putida (strain KT2440) GN=PP_2969 PE=4 SV=1,BAC0255
BAC0256,200,120,full,mtrA;Q9WW32_NEIGO MtrA OS=Neisseria gonorrhoeae GN=mtrA PE=4 SV=1,BAC0256
BAC0257,200,120,full,mtrC;MTRC_NEIGO Membrane fusion protein MtrC OS=Neisseria gonorrhoeae GN=mtrC PE=3 SV=1,BAC0257
BAC0258,200,120,full,mtrD;Q5F725_NEIG1 Antibiotic resistance efflux pump component OS=Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090) GN=NGO1364 PE=4 SV=1,BAC0258
BAC0259,200,120,full,mtrE;B4RN86_NEIG2 MtrE OS=Neisseria gonorrhoeae (strain NCCP11945) GN=NGK_1596 PE=4 SV=1,BAC0259
BAC0260,200,120,full,mtrF;B4RN92_NEIG2 Antibiotic resistance efflux pump component OS=Neisseria gonorrhoeae (strain NCCP11945) GN=NGK_1602 PE=4 SV=1,BAC0260
BAC0261,200,120,full,mtrR;MTRR_NEIGO HTH-type transcriptional regulator MtrR OS=Neisseria gonorrhoeae GN=mtrR PE=1 SV=1,BAC0261
BAC0262,200,120,full,mymT;MYMT_MYCTU Metallothionein OS=Mycobacterium tuberculosis GN=mymT PE=1 SV=1,BAC0262
BAC0549,200,120,full,nccA;NCCA_ALCXX Nickel-cobalt-cadmium resistance protein NccA OS=Alcaligenes xylosoxydans xylosoxydans GN=nccA PE=3 SV=1,BAC0549
BAC0550,200,120,full,nccB;NCCB_ALCXX Nickel-cobalt-cadmium resistance protein NccB OS=Alcaligenes xylosoxydans xylosoxydans GN=nccB PE=3 SV=1,BAC0550
BAC0551,200,120,full,nccC;NCCC_ALCXX Nickel-cobalt-cadmium resistance protein NccC OS=Alcaligenes xylosoxydans xylosoxydans GN=nccC PE=3 SV=1,BAC0551
BAC0555,200,120,full,nccH;NCCH_ALCXX RNA polymerase sigma factor NccH OS=Alcaligenes xylosoxydans xylosoxydans GN=nccH PE=3 SV=1,BAC0555
BAC0554,200,120,full,nccN;NCCN_ALCXX Nickel-cobalt-cadmium resistance protein NccN OS=Alcaligenes xylosoxydans xylosoxydans GN=nccN PE=4 SV=1,BAC0554
BAC0553,200,120,full,nccX;NCCX_ALCXX Nickel-cobalt-cadmium resistance protein NccX OS=Alcaligenes xylosoxydans xylosoxydans GN=nccX PE=4 SV=1,BAC0553
BAC0552,200,120,full,nccY;NCCY_ALCXX Nickel-cobalt-cadmium resistance protein NccY OS=Alcaligenes xylosoxydans xylosoxydans GN=nccY PE=4 SV=1,BAC0552
BAC0263,200,120,full,ncrA;Q06VT3_9BACT NcrA OS=Leptospirillum ferriphilum GN=ncrA PE=4 SV=1,BAC0263
BAC0698,200,120,full,ncrA;Q1KLR2_SERMA NcrA OS=Serratia marcescens GN=ncrA PE=4 SV=1,BAC0698
BAC0702,200,120,full,ncrA;Q8VTR6_HAFAL NcrA OS=Hafnia alvei GN=ncrA PE=4 SV=1,BAC0702
BAC0264,200,120,full,ncrB;Q06VT2_9BACT NcrB OS=Leptospirillum ferriphilum GN=ncrB PE=4 SV=1,BAC0264
BAC0699,200,120,full,ncrB;Q1KLR1_SERMA NcrB OS=Serratia marcescens GN=ncrB PE=4 SV=1,BAC0699
BAC0703,200,120,full,ncrB;Q8VTR5_HAFAL NcrB OS=Hafnia alvei GN=ncrB PE=4 SV=1,BAC0703
BAC0265,200,120,full,ncrC;D5CKG5_ENTCC Nickel-resistant membrane protein-like protein NcrC OS=Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCDC 279-56) GN=ECL_A111 PE=4 SV=1,BAC0265
BAC0700,200,120,full,ncrC;Q1KLR0_SERMA NcrC OS=Serratia marcescens GN=ncrC PE=4 SV=1,BAC0700
BAC0133,200,120,full,ncrC;Q8VTR4_HAFAL NcrC OS=Hafnia alvei GN=ncrC PE=4 SV=1,BAC0133
BAC0266,200,120,full,ncrY;Q06VT0_9BACT NcrY OS=Leptospirillum ferriphilum GN=ncrY PE=4 SV=1,BAC0266
BAC0701,200,120,full,ncrY;Q8VTR3_HAFAL NcrY OS=Hafnia alvei GN=ncrY PE=4 SV=1,BAC0701
BAC0267,200,120,full,nczA;B8GZE9_CAUCN Cobalt-zinc-cadmium resistance protein czcA OS=Caulobacter crescentus (strain NA1000 / CB15N) GN=CCNA_02473 PE=4 SV=2,BAC0267
BAC0540,200,120,full,nfsA;NFSA_ECOLI Oxygen-insensitive NADPH nitroreductase OS=Escherichia coli (strain K12) GN=nfsA PE=1 SV=2,BAC0540
BAC0268,200,120,full,nhlF;P96454_RHORH Cobalt transporter OS=Rhodococcus rhodochrous GN=nhlF PE=4 SV=1,BAC0268
BAC0269,200,120,full,nia;Q92Z60_RHIME Cation transport P-type ATPase OS=Rhizobium meliloti (strain 1021) GN=SMa1163 PE=3 SV=2,BAC0269
BAC0270,200,120,full,nikA;NIKA_ECOLI Nickel-binding periplasmic protein OS=Escherichia coli (strain K12) GN=nikA PE=1 SV=1,BAC0270
BAC0271,200,120,full,nikB;NIKB_ECOLI Nickel transport system permease protein NikB OS=Escherichia coli (strain K12) GN=nikB PE=1 SV=2,BAC0271
BAC0272,200,120,full,nikC;NIKC_ECOLI Nickel transport system permease protein NikC OS=Escherichia coli (strain K12) GN=nikC PE=1 SV=1,BAC0272
BAC0273,200,120,full,nikD;NIKD_ECOLI Nickel import ATP-binding protein NikD OS=Escherichia coli (strain K12) GN=nikD PE=3 SV=2,BAC0273
BAC0274,200,120,full,nikE;NIKE_ECOLI Nickel import ATP-binding protein NikE OS=Escherichia coli (strain K12) GN=nikE PE=3 SV=2,BAC0274
BAC0275,200,120,full,nikR;NIKR_ECOLI Nickel-responsive regulator OS=Escherichia coli (strain K12) GN=nikR PE=1 SV=1,BAC0275
BAC0276,200,120,full,nirA;Q6RUG3_KLEOX NirA OS=Klebsiella oxytoca GN=nirA PE=4 SV=1,BAC0276
BAC0277,200,120,full,nirB;Q6RUG2_KLEOX NirB OS=Klebsiella oxytoca GN=nirB PE=4 SV=1,BAC0277
BAC0278,200,120,full,nirC;Q6RUG1_KLEOX NirC OS=Klebsiella oxytoca GN=nirC PE=4 SV=1,BAC0278
BAC0279,200,120,full,nirD;Q6RUG0_KLEOX NirD OS=Klebsiella oxytoca GN=nirD PE=4 SV=1,BAC0279
BAC0280,200,120,full,nixA;NIXA_HELPY High-affinity nickel-transport protein NixA OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=nixA PE=1 SV=2,BAC0280
BAC0281,200,120,full,nmtR;NMTR_MYCTU HTH-type transcriptional regulator NmtR OS=Mycobacterium tuberculosis GN=nmtR PE=1 SV=3,BAC0281
BAC0282,200,120,full,norA;NORA_STAAU Quinolone resistance protein NorA OS=Staphylococcus aureus GN=norA PE=3 SV=1,BAC0282
BAC0283,200,120,full,norB;NORB_STAAW Quinolone resistance protein NorB OS=Staphylococcus aureus (strain MW2) GN=norB PE=1 SV=1,BAC0283
BAC0284,200,120,full,norM/pmpM;NORM_BURVI Multidrug resistance protein NorM OS=Burkholderia vietnamiensis GN=norM PE=3 SV=1,BAC0284
BAC0285,200,120,full,"nreB;F0KND8_ACICP NrsD, nreB nickel permease involved in nickel and cobalt tolerance OS=Acinetobacter calcoaceticus (strain PHEA-2) GN=entS PE=4 SV=1",BAC0285
BAC0286,200,120,full,nrsA;Q55935_SYNY3 Cation or drug efflux system protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr0794 PE=4 SV=1,BAC0286
BAC0287,200,120,full,nrsD/nreB;F7UKI9_SYNYG Nickel resistance protein OS=Synechocystis sp. (strain PCC 6803 / GT-S) GN=nreB PE=4 SV=1,BAC0287
BAC0288,200,120,full,nrsR;F7UKI5_SYNYG OmpR subfamily protein NrsR/RppA/Rre33 OS=Synechocystis sp. (strain PCC 6803 / GT-S) GN=sll0797 PE=4 SV=1,BAC0288
BAC0289,200,120,full,nrsS;F7UKI4_SYNYG Sensory transduction histidine kinase NrsS/RppB/Hik30 OS=Synechocystis sp. (strain PCC 6803 / GT-S) GN=sll0798 PE=4 SV=1,BAC0289
BAC0290,200,120,full,opmD/nmpC;OMPD_SALTY Outer membrane porin protein OmpD OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=ompD PE=1 SV=2,BAC0290
BAC0292,200,120,full,oprM/oprK;OPRM_PSEAE Outer membrane protein OprM OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=oprM PE=1 SV=2,BAC0292
BAC0562,200,120,full,oprN;P95423_PSEAI Uncharacterized protein OS=Pseudomonas aeruginosa GN=oprN PE=4 SV=1,BAC0562
BAC0294,200,120,full,oqxA;Q69HW3_ECOLX OqxA membrane-fusion protein OS=Escherichia coli GN=oqxA PE=4 SV=1,BAC0294
BAC0295,200,120,full,oqxB;Q69HW2_ECOLX OqxB integral membrane protein OS=Escherichia coli GN=oqxB PE=4 SV=2,BAC0295
BAC0296,200,120,full,ostA/lptD;LPTD_ECOLI LPS-assembly protein LptD OS=Escherichia coli (strain K12) GN=lptD PE=1 SV=2,BAC0296
BAC0536,200,120,full,oxyRkp;C4WZN6_KLEPN Activator of hydrogen peroxide-inducible genes OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=oxyR PE=4 SV=1,BAC0536
BAC0297,200,120,full,PA0320;Q9I6H1_PSEAE Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA0320 PE=4 SV=1,BAC0297
BAC0298,200,120,full,pbrA;Q58AJ6_RALME P-type ATPase involved in Pb(II) resistance PbrA OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=pbrA PE=3 SV=1,BAC0298
BAC0299,200,120,full,pbrB/pbrC;Q58AJ7_RALME Lipoprotein signal peptidase OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=pbrB PE=3 SV=1,BAC0299
BAC0300,200,120,full,"pbrD;Q1LAL8_RALME PbrD, Pb(II) binding protein involved in Pb(II) resistance OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=pbrD PE=4 SV=1",BAC0300
BAC0301,200,120,full,pbrR;D8IQ72_HERSS Pb-specific transcription regulator protein OS=Herbaspirillum seropedicae (strain SmR1) GN=pbrR PE=4 SV=1,BAC0301
BAC0302,200,120,full,pbrT;Q5GR69_ALCXX Lead uptake protein PbrT OS=Alcaligenes xylosoxydans xylosoxydans GN=pbrT PE=4 SV=1,BAC0302
BAC0506,200,120,full,pcm;R4IUI7_STEMA Protein-L-isoaspartate O-methyltransferase OS=Stenotrophomonas maltophilia GN=pcm PE=4 SV=1,BAC0506
